Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,19.959999084472656,20.899999618530273,19.760000228881836,20.670000076293945,20.670000076293945,2253600
2019-01-03,20.40999984741211,20.850000381469727,20.059999465942383,20.09000015258789,20.09000015258789,1691000
2019-01-04,20.549999237060547,21.459999084472656,20.5,21.280000686645508,21.280000686645508,1815600
2019-01-07,21.3799991607666,22.149999618530273,21.110000610351562,21.760000228881836,21.760000228881836,2418800
2019-01-08,22.040000915527344,22.219999313354492,21.6200008392334,22.06999969482422,22.06999969482422,1805000
2019-01-09,22.010000228881836,22.610000610351562,21.760000228881836,22.299999237060547,22.299999237060547,2066100
2019-01-10,22.1299991607666,22.799999237060547,22.010000228881836,22.489999771118164,22.489999771118164,1507800
2019-01-11,22.290000915527344,22.530000686645508,22.110000610351562,22.389999389648438,22.389999389648438,1552100
2019-01-14,22.219999313354492,22.229999542236328,21.910999298095703,22.010000228881836,22.010000228881836,1402100
2019-01-15,21.989999771118164,22.790000915527344,21.979999542236328,22.579999923706055,22.579999923706055,1618500
2019-01-16,22.56999969482422,22.700000762939453,22.15999984741211,22.479999542236328,22.479999542236328,1377500
2019-01-17,22.5,22.812999725341797,22.270000457763672,22.600000381469727,22.600000381469727,1493700
2019-01-18,22.860000610351562,23.799999237060547,22.719999313354492,23.59000015258789,23.59000015258789,2870300
2019-01-22,23.399999618530273,23.5,22.649999618530273,22.899999618530273,22.899999618530273,1931200
2019-01-23,23.360000610351562,23.549999237060547,23.040000915527344,23.309999465942383,23.309999465942383,1913100
2019-01-24,23.190000534057617,23.469999313354492,23.010000228881836,23.389999389648438,23.389999389648438,1347200
2019-01-25,23.68000030517578,24.100000381469727,23.489999771118164,23.899999618530273,23.899999618530273,2680600
2019-01-28,23.6299991607666,24.18000030517578,23.239999771118164,24.139999389648438,24.139999389648438,2131600
2019-01-29,24.06999969482422,24.100000381469727,23.079999923706055,23.239999771118164,23.239999771118164,1723100
2019-01-30,23.5,24.045000076293945,23.329999923706055,23.93000030517578,23.93000030517578,1476800
2019-01-31,24.040000915527344,24.989999771118164,24.0,24.709999084472656,24.709999084472656,3611300
2019-02-01,24.549999237060547,24.649999618530273,23.270000457763672,24.239999771118164,24.239999771118164,4505100
2019-02-04,24.389999389648438,24.850000381469727,24.0,24.56999969482422,24.56999969482422,1697800
