Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,23058.609375,23454.759765625,22818.939453125,23346.240234375,23346.240234375,3733160000
2019-01-03,23176.390625,23199.439453125,22599.5,22686.220703125,22686.220703125,3822860000
2019-01-04,22894.919921875,23551.3203125,22894.919921875,23433.16015625,23433.16015625,4213410000
2019-01-07,23474.259765625,23725.869140625,23252.970703125,23531.349609375,23531.349609375,4104710000
2019-01-08,23680.3203125,23985.7109375,23510.69921875,23787.44921875,23787.44921875,4083030000
2019-01-09,23844.26953125,24084.7109375,23703.16015625,23879.119140625,23879.119140625,4052480000
2019-01-10,23811.109375,24068.0703125,23612.94921875,24001.919921875,24001.919921875,3704500000
2019-01-11,23940.009765625,24069.890625,23727.849609375,23995.94921875,23995.94921875,3434490000
2019-01-14,23880.529296875,24039.279296875,23691.130859375,23909.83984375,23909.83984375,3664450000
2019-01-15,23914.109375,24187.19921875,23732.58984375,24065.58984375,24065.58984375,3572330000
2019-01-16,24139.91015625,24393.2109375,24016.5,24207.16015625,24207.16015625,3863770000
2019-01-17,24147.08984375,24508.220703125,23986.119140625,24370.099609375,24370.099609375,3772270000
2019-01-18,24534.189453125,24805.890625,24381.900390625,24706.349609375,24706.349609375,3986730000
2019-01-22,24607.759765625,24701.330078125,24206.150390625,24404.48046875,24404.48046875,3908030000
2019-01-23,24577.25,24779.7890625,24283.8203125,24575.619140625,24575.619140625,3335610000
2019-01-24,24579.9609375,24741.029296875,24328.740234375,24553.240234375,24553.240234375,3433250000
2019-01-25,24687.2109375,24948.580078125,24546.630859375,24737.19921875,24737.19921875,3814080000
2019-01-28,24596.98046875,24606.169921875,24260.08984375,24528.220703125,24528.220703125,3612810000
2019-01-29,24519.619140625,24779.0,24398.33984375,24579.9609375,24579.9609375,3504200000
2019-01-30,24826.51953125,25201.630859375,24625.51953125,25014.859375,25014.859375,3867810000
2019-01-31,24954.48046875,25198.1796875,24704.109375,24999.669921875,24999.669921875,4917650000
2019-02-01,25025.310546875,25301.0390625,24860.060546875,25063.890625,25063.890625,3759270000
2019-02-04,25062.119140625,25283.779296875,24865.5,25239.369140625,25239.369140625,3359840000
2019-02-05,25287.9296875,25540.900390625,25191.73046875,25411.51953125,25411.51953125,3560430000
2019-02-06,25371.5703125,25552.830078125,25208.119140625,25390.30078125,25390.30078125,3472690000
2019-02-07,25265.810546875,25359.9296875,24954.2109375,25169.529296875,25169.529296875,4099490000
2019-02-08,25042.359375,25197.939453125,24812.08984375,25106.330078125,25106.330078125,3622330000
2019-02-11,25142.810546875,25272.150390625,24956.55078125,25053.109375,25053.109375,3361970000
2019-02-12,25152.029296875,25507.51953125,25134.880859375,25425.759765625,25425.759765625,3827770000
2019-02-13,25480.859375,25708.580078125,25403.9609375,25543.26953125,25543.26953125,3670770000
2019-02-14,25460.650390625,25607.19921875,25243.439453125,25439.390625,25439.390625,3836700000
2019-02-15,25564.630859375,25932.279296875,25563.140625,25883.25,25883.25,3641370000
2019-02-19,25849.849609375,26030.150390625,25729.69921875,25891.3203125,25891.3203125,3533710000
2019-02-20,25872.259765625,26070.58984375,25758.80078125,25954.439453125,25954.439453125,3835450000
2019-02-21,25922.41015625,26053.369140625,25683.150390625,25850.630859375,25850.630859375,3559710000
2019-02-22,25906.26953125,26123.25,25829.439453125,26031.810546875,26031.810546875,3427810000
2019-02-25,26126.150390625,26335.650390625,26022.66015625,26091.94921875,26091.94921875,3804380000
2019-02-26,26051.609375,26208.2109375,25872.5,26057.98046875,26057.98046875,3645680000
2019-02-27,25995.599609375,26172.470703125,25787.810546875,25985.16015625,25985.16015625,3767130000
2019-02-28,25984.279296875,26136.740234375,25773.669921875,25916.0,25916.0,4396930000
2019-03-01,26019.669921875,26259.4296875,25858.529296875,26026.3203125,26026.3203125,3972280000
2019-03-04,26122.189453125,26248.009765625,25579.48046875,25819.650390625,25819.650390625,3919810000
2019-03-05,25829.0703125,25968.310546875,25648.30078125,25806.630859375,25806.630859375,3585690000
2019-03-06,25818.759765625,25930.880859375,25573.650390625,25673.4609375,25673.4609375,3786600000
2019-03-07,25645.44921875,25688.0703125,25295.810546875,25473.23046875,25473.23046875,3904860000
2019-03-08,25347.380859375,25539.169921875,25117.419921875,25450.240234375,25450.240234375,3423130000
2019-03-11,25208.0,25739.939453125,25121.599609375,25650.880859375,25650.880859375,3749030000
2019-03-12,25600.30078125,25804.4609375,25391.419921875,25554.66015625,25554.66015625,3414230000
2019-03-13,25637.23046875,25858.330078125,25459.259765625,25702.890625,25702.890625,3766150000
2019-03-14,25692.310546875,25852.2890625,25565.419921875,25709.939453125,25709.939453125,3469730000
2019-03-15,25720.9609375,26025.76953125,25564.369140625,25848.869140625,25848.869140625,5962730000
2019-03-18,25801.880859375,26007.669921875,25672.509765625,25914.099609375,25914.099609375,3552190000
2019-03-19,25987.869140625,26189.970703125,25772.859375,25887.380859375,25887.380859375,3620220000
2019-03-20,25867.7890625,26048.23046875,25572.390625,25745.669921875,25745.669921875,3771200000
2019-03-21,25688.439453125,26081.0703125,25599.009765625,25962.509765625,25962.509765625,3546800000
2019-03-22,25844.650390625,25967.73046875,25402.5390625,25502.3203125,25502.3203125,4237200000
2019-03-25,25490.720703125,25698.439453125,25262.150390625,25516.830078125,25516.830078125,3376580000
2019-03-26,25649.560546875,25899.009765625,25460.33984375,25657.73046875,25657.73046875,3266050000
2019-03-27,25676.33984375,25846.259765625,25400.0703125,25625.58984375,25625.58984375,3372930000
2019-03-28,25693.3203125,25822.529296875,25535.029296875,25717.4609375,25717.4609375,3158170000
2019-03-29,25827.310546875,26018.2109375,25686.650390625,25928.6796875,25928.6796875,3740700000
2019-04-01,26075.099609375,26383.919921875,25948.75,26258.419921875,26258.419921875,3500760000
2019-04-02,26213.55078125,26350.279296875,26023.990234375,26179.130859375,26179.130859375,3246900000
2019-04-03,26238.029296875,26398.30078125,26052.26953125,26218.130859375,26218.130859375,3550240000
2019-04-04,26213.419921875,26508.0703125,26103.33984375,26384.630859375,26384.630859375,3015180000
2019-04-05,26427.560546875,26583.1796875,26288.970703125,26424.990234375,26424.990234375,3146820000
2019-04-08,26312.669921875,26447.939453125,26129.689453125,26341.01953125,26341.01953125,3054030000
2019-04-09,26243.5390625,26314.5390625,26012.560546875,26150.580078125,26150.580078125,3007980000
2019-04-10,26173.7109375,26298.939453125,25993.169921875,26157.16015625,26157.16015625,3062380000
2019-04-11,26188.2109375,26349.01953125,25942.029296875,26143.05078125,26143.05078125,2938540000
2019-04-12,26357.7890625,26607.08984375,26123.419921875,26412.30078125,26412.30078125,3688490000
2019-04-15,26407.759765625,26548.58984375,26207.55078125,26384.76953125,26384.76953125,3088330000
2019-04-16,26482.189453125,26727.740234375,26226.369140625,26452.66015625,26452.66015625,3402210000
2019-04-17,26468.529296875,26728.1796875,26183.130859375,26449.5390625,26449.5390625,3602300000
2019-04-18,26463.369140625,26737.91015625,26322.130859375,26559.5390625,26559.5390625,3506850000
2019-04-22,26510.76953125,26670.169921875,26336.759765625,26511.05078125,26511.05078125,2997950000
2019-04-23,26513.830078125,26786.369140625,26389.919921875,26656.390625,26656.390625,3635030000
2019-04-24,26652.560546875,26822.759765625,26437.4609375,26597.05078125,26597.05078125,3448960000
2019-04-25,26426.369140625,26684.810546875,26179.91015625,26462.080078125,26462.080078125,3425280000
2019-04-26,26454.619140625,26647.91015625,26254.2890625,26543.330078125,26543.330078125,3248500000
2019-04-29,26559.869140625,26745.169921875,26380.939453125,26554.390625,26554.390625,3118780000
2019-04-30,26594.560546875,26779.490234375,26312.060546875,26592.91015625,26592.91015625,3919330000
2019-05-01,26639.060546875,26828.3203125,26364.689453125,26430.140625,26430.140625,3645850000
2019-05-02,26407.150390625,26550.150390625,26116.359375,26307.7890625,26307.7890625,3778890000
2019-05-03,26379.140625,26624.8203125,26281.900390625,26504.94921875,26504.94921875,3338120000
2019-05-06,26160.619140625,26508.369140625,25960.0,26438.48046875,26438.48046875,3181520000
2019-05-07,26276.900390625,26276.900390625,25764.83984375,25965.08984375,25965.08984375,3767100000
2019-05-08,25933.7890625,26181.5703125,25787.359375,25967.330078125,25967.330078125,3485790000
2019-05-09,25878.849609375,25884.890625,25517.390625,25828.359375,25828.359375,3638820000
2019-05-10,25763.720703125,26032.400390625,25430.009765625,25942.369140625,25942.369140625,3529600000
2019-05-13,25568.060546875,25620.150390625,25164.69921875,25324.990234375,25324.990234375,3894030000
2019-05-14,25384.029296875,25755.2109375,25301.859375,25532.05078125,25532.05078125,3322720000
2019-05-15,25400.130859375,25776.099609375,25272.69921875,25648.01953125,25648.01953125,3125950000
2019-05-16,25692.140625,26086.619140625,25623.669921875,25862.6796875,25862.6796875,3338060000
2019-05-17,25719.94921875,26000.390625,25564.80078125,25764.0,25764.0,3257950000
