Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,70.2699966430664,72.29000091552734,70.0,71.3499984741211,69.94921875,2652500
2019-01-03,70.05000305175781,70.20999908447266,66.16000366210938,66.31999969482422,65.01795959472656,4786100
2019-01-04,67.37000274658203,69.36000061035156,67.08000183105469,69.01000213623047,67.65515899658203,3739700
2019-01-07,69.08999633789062,71.80000305175781,68.70999908447266,71.02999877929688,69.635498046875,2890500
2019-01-08,71.80999755859375,73.0,70.87000274658203,72.95999908447266,71.52760314941406,4596800
2019-01-09,74.25,76.62000274658203,74.1500015258789,75.8499984741211,74.36087036132812,4419000
2019-01-10,75.44000244140625,76.87000274658203,75.23999786376953,76.62000274658203,75.11576080322266,2883800
2019-01-11,76.37999725341797,78.72000122070312,75.94000244140625,77.12999725341797,75.61573028564453,4549400
2019-01-14,76.47000122070312,76.63999938964844,74.19000244140625,74.23999786376953,72.78247833251953,3250300
2019-01-15,74.73999786376953,75.70999908447266,74.41999816894531,75.01000213623047,73.53736114501953,2370300
2019-01-16,75.23999786376953,76.16000366210938,74.91999816894531,75.08000183105469,73.6059799194336,2223900
2019-01-17,74.52999877929688,76.55000305175781,73.25,76.1500015258789,74.65497589111328,2178700
2019-01-18,76.77999877929688,78.02999877929688,75.73999786376953,77.63999938964844,76.11572265625,2443300
2019-01-22,76.9000015258789,77.0999984741211,74.38999938964844,75.18000030517578,73.70402526855469,2337000
2019-01-23,76.95999908447266,76.95999908447266,73.73999786376953,74.36000061035156,72.90013122558594,2461300
2019-01-24,75.41999816894531,79.58000183105469,74.94999694824219,78.44000244140625,76.9000244140625,5049000
2019-01-25,79.01000213623047,81.4000015258789,78.52999877929688,80.62999725341797,79.0470199584961,2926800
2019-01-28,78.19999694824219,80.5999984741211,78.0199966430664,80.25,78.67448425292969,2645500
2019-01-29,81.0199966430664,81.7300033569336,79.29000091552734,79.48999786376953,77.92940521240234,2042900
2019-01-30,80.04000091552734,81.63999938964844,78.20999908447266,80.48999786376953,78.9097671508789,2771800
2019-01-31,80.3499984741211,81.33999633789062,79.80999755859375,80.37000274658203,78.7921371459961,2233900
2019-02-01,80.54000091552734,81.91000366210938,79.91000366210938,81.87000274658203,80.26268005371094,3447500
2019-02-04,81.73999786376953,82.93000030517578,80.7699966430664,82.58000183105469,80.958740234375,2979800
2019-02-05,82.2699966430664,83.76000213623047,82.2699966430664,83.23999786376953,81.60578155517578,3418900
2019-02-06,88.5,91.75,88.01000213623047,89.30999755859375,87.55661010742188,10139100
2019-02-07,87.63999938964844,89.16999816894531,86.54000091552734,88.06999969482422,86.34095001220703,4714400
2019-02-08,86.7300033569336,87.75,86.02999877929688,87.41000366210938,85.69391632080078,2836600
2019-02-11,87.75,89.41999816894531,87.0,88.95999908447266,87.2134780883789,3008900
2019-02-12,90.19000244140625,91.80000305175781,90.16999816894531,91.51000213623047,89.71341705322266,4152400
2019-02-13,91.33000183105469,91.81999969482422,90.5999984741211,91.19000244140625,89.39971160888672,3280200
2019-02-14,90.6500015258789,91.75,89.9000015258789,90.5999984741211,88.82127380371094,4180300
2019-02-15,91.3499984741211,91.55999755859375,90.08000183105469,91.0999984741211,89.31146240234375,2285100
2019-02-19,90.62000274658203,91.36000061035156,90.05999755859375,90.69000244140625,88.90951538085938,1591000
2019-02-20,90.2699966430664,91.4800033569336,89.5,89.6500015258789,88.24510192871094,3153500
2019-02-21,89.66000366210938,90.06999969482422,88.47000122070312,89.0,87.60528564453125,2086000
2019-02-22,89.70999908447266,90.0,88.45999908447266,89.04000091552734,87.64466094970703,1603400
2019-02-25,90.26000213623047,91.13999938964844,89.69000244140625,89.80999755859375,88.40258026123047,2363200
2019-02-26,89.26000213623047,90.02999877929688,88.91999816894531,89.05999755859375,87.66433715820312,1722800
